fpr,tpr
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,0.999
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.998,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
0.999,1.0
1.0,1.0
